id,Name,URL,Title,Country,Mountain Range,Height(m),Coordinates,Type,Views,Popularity,Number of Images,Number of Paths,Number of GPS Paths,Registration Book,Description
57,Križ,https://www.hribi.net/gora/kriz/1/257,Križ,Slovenija,Julijske Alpe,2410,"46,41006°N 13,81101°E",vrh,608272,96% (153. mesto),9,8,5,5,"Križ je 2140 m visoka gora, ki se nahaja severovzhodno od Kriških podov. Z vrha, na katerem se nahaja vpisna skrinjica z žigom, se nam odpre lep razgled na najvišje vrhove Julijskih Alp."
58,Visoka Vrbanova špica,https://www.hribi.net/gora/visoka_vrbanova_spica/1/321,Visoka Vrbanova špica,Slovenija,Julijske Alpe,2408,"46,39132°N 13,86163°E",vrh,587962,95% (179. mesto),11,6,2,5,"Visoka Vrbanova špica, se nahaja na skrajnem jugozahodnem delu grebena, ki se dviga nad dolinama Kot in Vrata, višje pa med dolinama Kot in Za Cmirom. Z vrha, na katerem je vpisna skrinjica, se nam odpre lep pogled na Rjavino, Rž, Kredarico, Triglav, Begunjski vrh, Cmir, Škrlatico ter druge najvišje vrhove Julijskih Alp."
59,Lopa,https://www.hribi.net/gora/lopa/1/2800,Lopa,"Italija , Slovenija",Julijske Alpe,2406,"46,3703°N 13,49434°E",vrh,13160,44% (2041. mesto),10,2,0,1,Lopa (italijansko Monte Leupa) je 2406 metrov visok brezpotni vrh v Kaninskem pogorju. Vrh se nahaja severovzhodno od Prevale na meji med Italijo in Slovenijo. Z vrha na katerem je postavljen večji možic je lep razgled na večji del Kaninskega pogorja ter na Montaževo in Viševo skupino. Proti jugu je tudi lep razgled na dolino reke Soče.
60,Gubno,https://www.hribi.net/gora/gubno/1/1121,Gubno,Slovenija,Julijske Alpe,2403,"46,41718°N 13,80836°E",vrh,377255,80% (729. mesto),4,3,2,1,"Gubno je manj znan vrh, ki se nahaja nad dolino Krnice. S prostranega vrha se nam odpre lep pogled na najvišje vrhove Julijskih Alp, kjer izstopajo Stenar, Križ, Razor in Dolkova špica."
61,Dom Planika pod Triglavom,https://www.hribi.net/gora/dom_planika_pod_triglavom/1/94,Dom Planika pod Triglavom,Slovenija,Julijske Alpe,2401,"46,37154°N 13,84605°E",koča,642530,96% (130. mesto),9,8,0,9,"Opis koče: Dom Planika pod Triglavom se nahaja na južni strani najvišjega vrha v Sloveniji. Od doma, ki je odprt v poletni sezoni, se nam odpre lep pogled na Triglav in gore nad dolinama Krme in Bohinja."
62,Veliko Špičje,https://www.hribi.net/gora/veliko_spicje/1/452,Veliko Špičje,Slovenija,Julijske Alpe,2398,"46,34382°N 13,7672°E",vrh,566332,94% (218. mesto),7,7,3,2,"Veliko Špičje je najvišji vrh v grebenu od Travnika do Zasavske koče. Z vrha je zelo lep razgled po planotah Komne, dolini Triglavskih jezer, Triglavu in goram okoli njega ter proti goram nad zgornjim Posočjem."
63,Cmir,https://www.hribi.net/gora/cmir/1/155,Cmir,Slovenija,Julijske Alpe,2393,"46,40065°N 13,86007°E",vrh,549675,93% (245. mesto),11,4,1,,Gora se nahaja med dvema alpskima dolinama med Vrati in manj znano dolino Za Cmirom. Z vrha je lep razgled na vrhove nad obema dolinama.
64,Bovški Gamsovec,https://www.hribi.net/gora/bovski_gamsovec/1/647,Bovški Gamsovec,Slovenija,Julijske Alpe,2392,"46,3983°N 13,81286°E",vrh,757529,98% (65. mesto),5,3,1,6,Bovški Gamsovec je 2392m visoka gora v neposredni bližini Triglava. Z vrha je čudovit pogled na Triglav in njegovo severno steno ter na gore in jezera v bližini Kriških podov.
65,Prestreljeniško okno,https://www.hribi.net/gora/prestreljenisko_okno/1/2848,Prestreljeniško okno,"Italija , Slovenija",Julijske Alpe,2391,"46,36112°N 13,46989°E",,28450,45% (1986. mesto),7,3,0,2,"Prestreljeniško okno, tudi okno v Prestreljeniku, je naravno okno, ki se nahaja nad smučiščem Kanin. Okno je veliko 10 m x 7,5 m, od njega pa se odpre lep pogled tako na slovensko kot italijansko stran. Legenda o nastanku Prestreljeniškega okna. Sveta Marija in Hudič sta se odpravljala proti Sveti gori. Hudič je ubral pot, ki se mu je zdela krajša. Stavila sta, kdo bo prvi na cilju. Hudič je na Kaninu naletel na previsoko steno Prestreljenika. Silovito je treščil vanjo in v steni naredil ogromno luknjo nato pa nadaljeval pot čez Stol, Mijo in Matajur. Ko je prispel na cilj, je bila Marija že zdavnaj tam."
66,Debeli vrh,https://www.hribi.net/gora/debeli_vrh/1/383,Debeli vrh,Slovenija,Julijske Alpe,2390,"46,3408°N 13,81513°E",vrh,533944,93% (272. mesto),12,1,4,1,"Vrh se nahaja nad planino v Lazu. Z vrha je zelo lep pogled proti Triglavu, Kanjavcu in ostalim okoliškim vrhovom."
67,Vrh Hribaric,https://www.hribi.net/gora/vrh_hribaric/1/1539,Vrh Hribaric,Slovenija,Julijske Alpe,2388,"46,34948°N 13,8178°E",vrh,365551,79% (771. mesto),4,4,0,1,"Vrh Hribaric je 2388 m visoka gora, ki se nahaja med Vršaki, Kanjavcem, Mišeljskim koncem, Škednjovcem in Debelim vrhom. Z vrha, na katerem stoji manjši možic, se nam odpre lep razgled na že omenjene vrhove ter druge najvišje vrhove Julijskih Alp."
68,Šplevta (Indijanec),https://www.hribi.net/gora/splevta_indijanec/1/1348,Šplevta (Indijanec),Slovenija,Julijske Alpe,2382,"46,4137°N 13,79895°E",vrh,391715,81% (686. mesto),3,2,0,,"Šplevta je 2382 m visok vrh, ki se nahaja vzhodno od Razorja. Z vrha, kateremu nekateri zaradi zanimive skalne oblike pravijo tudi Indijanec, se nam odpre lep razgled na že omenjeni Razor, Krnico, Frdamane police, Škrlatico in Dolkovo špico ter Triglavu in njegovim sosednjim vrhovom."
69,Strma peč / Monte Cimone,https://www.hribi.net/gora/strma_pec___monte_cimone/1/1562,Strma peč / Monte Cimone,Italija,Julijske Alpe,2380,"46,42387°N 13,38607°E",vrh,438461,85% (531. mesto),11,2,0,,"Strma peč se nahaja zahodno od Montaža, točneje med dolinama Reklanice in Dunje. Z vrha, na katerem je nekoč stal bivak, se nam odpre lep razgled na gore nad omenjenima dolinama."
70,Travnik (pri Mojstrovkah),https://www.hribi.net/gora/travnik_pri_mojstrovkah/1/1327,Travnik (pri Mojstrovkah),Slovenija,Julijske Alpe,2379,"46,42902°N 13,71316°E",vrh,468430,88% (432. mesto),5,2,0,2,"Travnik je 2379 m visoka gora, ki se nahaja med dolinama Tamar in Zadnja Trenta. S prostranega vrha se nam odpre lep pogled na Jalovec in ostale najvišje vrhove Julijskih Alp."
71,Kucelj (Julijske Alpe),https://www.hribi.net/gora/kucelj_julijske_alpe/1/3334,Kucelj (Julijske Alpe),Slovenija,Julijske Alpe,2372,"46,4273°N 13,81923°E",vrh,5660,40% (2177. mesto),15,1,0,,"Kucelj je manj znan brezpotni vrh nad Prednjim dolekom med Škrlatico in Dolkovo špico. Z 2372 metrov visokega vrha na katerem je postavljenih nekaj možicev je zelo lep razgled na bližnje vrhove, ki obdajajo krnici Zgornji in Prednji dolek. Najlepše se vidijo Dolkova špica, Škrlatica, Rogljica, ter Rakova špica. Proti jugu pa se nam odpre razgled proti dolini Vrat ter vrhove južno od doline. Brezpotni vrh je sicer razmeroma lahko dostopen."
72,Vrh Osojnic,https://www.hribi.net/gora/vrh_osojnic/1/3139,Vrh Osojnic,Slovenija,Julijske Alpe,2371,"46,3584°N 13,4651°E",vrh,6192,41% (2157. mesto),2,3,0,,"Vrh Osojnic je 2371 metrov visok vrh, ki se nahaja med Domom Petra skalarja na Kaninu in Hudim Vršičem. Z vrha, na katerem je postavljen možic, se nam odpre lep razgled na vrhove nad Kaninskimi podi, Krnsko pogorje, ob lepi vidljivosti pa razgled seže vse do morja."
73,Kriški rob,https://www.hribi.net/gora/kriski_rob/1/1349,Kriški rob,Slovenija,Julijske Alpe,2366,"46,40943°N 13,80196°E",vrh,388776,81% (694. mesto),4,2,0,1,"Kriški rob je 2366 m visoka gora, ki se nahaja nad zatrepom doline Krnice. Z vrha, na katerem se nahaja manjši deloma porušen betonski steber, se nam odpre lep razgled na najvišje vrhove Julijskih Alp."
74,Velika Mojstrovka,https://www.hribi.net/gora/velika_mojstrovka/1/386,Velika Mojstrovka,Slovenija,Julijske Alpe,2366,"46,43601°N 13,7272°E",vrh,613551,96% (149. mesto),8,1,1,7,Gora se nahaja med Malo Mojstrovko in Travnikom in nad alpskima dolinama Tamar in Trento. Z vrha je lep pogled na Jalovec in celotne Julijske Alpe.
75,Šmarjetna glava,https://www.hribi.net/gora/smarjetna_glava/1/1612,Šmarjetna glava,Slovenija,Julijske Alpe,2358,"46,36433°N 13,82715°E",vrh,393462,81% (681. mesto),4,4,0,,"Šmarjetna glava je 2358 m visok vrh, ki se nahaja nad zgornjim delom Velske doline. Z vrha, na katerem se nahaja žig Bohinjske planinske poti, se nam odpre lep razgled proti Triglavu, Velski dolini, Mišelj vrhu in Mišeljskemu koncu in Kanjavcu."
76,Spodnji Stenar,https://www.hribi.net/gora/spodnji_stenar/1/1623,Spodnji Stenar,Slovenija,Julijske Alpe,2356,"46,40552°N 13,81764°E",vrh,319682,74% (938. mesto),2,1,0,2,"Spodnji Stenar je 2356 m visok neizrazit vrh, ki se nahaja v grebenu med Stenarjevo planjo in Stenarjem. S prostranega vrha, se nam odpre lep razgled na Stenar, Triglav, Bovški Gamsovec, Razor in ostale okoliške vrhove. Na nekaterih zemljevidih, pa Spodnji Stenar označujejo koto 2381 m, le ta pa se nahaja v grebenu med Stenarjem in Turnom pod Stenarjem."
77,Zadnja Mojstrovka,https://www.hribi.net/gora/zadnja_mojstrovka/1/1326,Zadnja Mojstrovka,Slovenija,Julijske Alpe,2354,"46,43084°N 13,72004°E",vrh,447143,86% (501. mesto),8,2,0,5,"Zadnja Mojstrovka je 2354 m visoka gora, ki se nahaja južno od doline Tamar. Z vrha, na katerem stoji manjši možic se nam odpre lep razgled na dolino reke Soče in vrhove, ki le to obdajajo."
78,Vrh Krnega dola / Monte Cregnedul,https://www.hribi.net/gora/vrh_krnega_dola___monte_cregnedul/1/1634,Vrh Krnega dola / Monte Cregnedul,Italija,Julijske Alpe,2351,"46,41377°N 13,48543°E",vrh,270601,69% (1123. mesto),5,1,0,,"Vrh Krnega dola je sosed Špice v Planji. Krotki, a razgledni vrh se nahaja nad izredno prostranimi travnatimi pobočji nad prevalom V Žlebeh /Sella Nevea. Na škrbino 30 m pod vrhom pripelje ferata Ceria-Merlone, dostopen pa je tudi z juga po neoznačeni mulatjeri s planine Krni dol. Na vrhu je manjši možic."
79,Kol,https://www.hribi.net/gora/kol/1/1328,Kol,Slovenija,Julijske Alpe,2350,"46,42756°N 13,70943°E",vrh,328313,75% (904. mesto),3,2,0,2,"Kol je manj znan vrh, ki se nahaja zahodno od bolj poznanih Mojstrovk. Z 2350 m visokega vrha se nam odpre čudovit pogled na Jalovec, dolino reke Soče in vrhove, ki obdajajo omenjeno dolino."
80,Mišelj vrh,https://www.hribi.net/gora/miselj_vrh/1/106,Mišelj vrh,Slovenija,Julijske Alpe,2350,"46,3565°N 13,83745°E",vrh,523682,92% (293. mesto),15,1,2,,"Mišelj vrh se nahaja v neposredni bližini Triglava tako, da je pogled nanj zelo lep. Lepo pa so vidni vsi vrhovi v okolici Velega polja. Vrh je lepo viden od Vodnikovega doma. Vrh ima vpisno skrinjico z žigom in knjigo."
81,Plaski Vogel,https://www.hribi.net/gora/plaski_vogel/1/1058,Plaski Vogel,Slovenija,Julijske Alpe,2348,"46,33771°N 13,75064°E",vrh,402108,82% (650. mesto),4,1,1,,"Plaski Vogel je 2348m visok vrh, ki se nahaja na meji med Primorsko in Gorenjsko. Z vrha, ki ima vpisno skrinjico je lep pogled na vrhove nad dolino reke Soče in osrednje Julijske Alpe, kjer kraljuje Triglav."
82,Bavški Grintavec,https://www.hribi.net/gora/bavski_grintavec/1/679,Bavški Grintavec,Slovenija,Julijske Alpe,2347,"46,36899°N 13,67025°E",vrh,662668,97% (114. mesto),16,3,8,2,"Bavški Grintavec je mogočna gora, ki se strmo dviga nad dolinami Bavšice, Zadnje Trente in Soče. Vsi pristopi na vrh so dolgi in razen tistega iz Soče tudi zahtevni. Najtežji pa je pristop s sedla Kanja na vrh. Ker v bližini ni višjih vrhov ima tudi lep razgled na Osrednje in zahodne Julijske Alpe. Najlepši pa je pogled na bližnji Jalovec, ki se strmo dviga nad Zadnjo Trento. Vrh, ki ima vpisno skrinjico je tudi najvišji v grebenu od vasi Kal - Koritnica do Trente."
83,Briceljk,https://www.hribi.net/gora/briceljk/1/1370,Briceljk,Slovenija,Julijske Alpe,2346,"46,39508°N 13,63191°E",vrh,445615,86% (508. mesto),0,1,0,,"Med dolino Koritnice in Bavšice se razteza dolg greben, ki je pogovorno imenovan greben Loških sten (Loška stena je najdaljša stena v Sloveniji, dolga je 5 km, v višino pa meri 1000 m). Najvišji vrh Loške stene je 2346 m visok Briceljk, na katerega pa ne vodi nobena markirana pot, pa čeprav je ta na večini zemljevidov vrisana. Sicer pa se nam z vrha odpre lep razgled na vrhove Loške stene, Mangart, Jalovec, Pelc nad Klonicami, Bavški Grintavec ter del zahodnih Julijskih Alp."
84,Vevnica,https://www.hribi.net/gora/vevnica/1/1621,Vevnica,"Italija , Slovenija",Julijske Alpe,2342,"46,43963°N 13,68566°E",vrh,480527,89% (401. mesto),2,1,0,,"Vevnica je čudovito divja, osamljena gora ki zaključuje greben, ki se vleče od Ponc proti Vevniškemu sedlu. Vsi dostopi nanjo so težki ne glede od kje se namenimo nanjo. To je ohranilo njeno prvobitnost, saj jih ni veliko, ki so stali na njej. Naj te to ne odvrne od nje. Z ustreznimi izkušnjami in dolžnim spoštovanjem te bo spustila na svoj vrh. Občutek zadovoljstva bo neizmeren."
85,Vrh Snežne konte,https://www.hribi.net/gora/vrh_snezne_konte/1/1383,Vrh Snežne konte,Slovenija,Julijske Alpe,2342,"46,37691°N 13,85545°E",vrh,371869,79% (746. mesto),5,3,0,,"Vrh Snežne konte je 2342 m visoka gora, ki se nahaja jugovzhodno od bolj poznane Kredarice. Z vrha se nam odpre lep razgled proti Malemu Triglavu, Kredarici, Rži in ostalim okoliškim vrhovom."
86,Velika Črnelska špica,https://www.hribi.net/gora/velika_crnelska_spica/1/668,Velika Črnelska špica,"Italija , Slovenija",Julijske Alpe,2332,"46,37654°N 13,51567°E",vrh,400408,82% (657. mesto),7,3,1,,"Velika Črnelska špica se nahaja v Kaninskem pogorju na meji med Italijo in Slovenijo. Z vrha je zelo lep razgled na Viševo skupino, Kaninsko pogorje, Rombon, Jezersko dolino in dolino Možnice. Vrh ima vpisno skrinjico v obliki Aljaževega stolpa."
87,Mala Mojstrovka,https://www.hribi.net/gora/mala_mojstrovka/1/224,Mala Mojstrovka,Slovenija,Julijske Alpe,2332,"46,43725°N 13,73111°E",vrh,912956,99% (35. mesto),9,5,4,20,"Mala Mojstrovka je zaradi relativno visoke nadmorske višine izhodišča med najbolje obiskanimi vrhovi v Julijskih Alpah. Z vrha, ki ima vpisno skrinjico (le ta se nahaja malo pod vrhom) je lep pogled na sosednjo Veliko Mojstrovko, Mangart, Slemenovo špico, Ponce in vrhove nad dolino Krnice, kjer izstopata Škrlatica in Prisank."
88,Dom Valentina Staniča pod Triglavom,https://www.hribi.net/gora/dom_valentina_stanica_pod_triglavom/1/203,Dom Valentina Staniča pod Triglavom,Slovenija,Julijske Alpe,2332,"46,38703°N 13,85984°E","koča, bivak",599593,96% (161. mesto),12,11,1,8,"Opis koče: Dom se nahaja pod Visoko Vrbanovo špico nad dolinama Za Cmirom in Kot. Od doma, ki je odprt v poletni sezoni je lep pogled proti Triglavu, Rži, Rjavini, Vrbanovi špici in Begunjskemu vrhu. Zadaj se vidi tudi Jalovec. Ob domu stoji tudi zimski bivak, ki ima 4 ležišča."
89,Zadnji Vogel,https://www.hribi.net/gora/zadnji_vogel/1/384,Zadnji Vogel,Slovenija,Julijske Alpe,2327,"46,3402°N 13,7978°E",vrh,464421,88% (445. mesto),5,1,1,,"Gora se nahaja med Debelim vrhom in Zelnaricama. Z vrha je lep pogled proti Kanjavcu, Debelemu Vrhu, Vršakom in Mali in Veliki Zelnarici."
90,Mali Ozebnik,https://www.hribi.net/gora/mali_ozebnik/1/1379,Mali Ozebnik,Slovenija,Julijske Alpe,2324,"46,4072°N 13,6686°E",vrh,290319,71% (1050. mesto),2,1,0,,"Mali Ozebnik je 2324 m visoka gora, ki se nahaja severozahodno od Pelca nad Klonicami. Z malo obiskanega vrha, se nam odpre lep razgled na vrhove, ki obdajajo dolino Loške Koritnice."
91,Žrd / Sart,https://www.hribi.net/gora/zrd___sart/1/1038,Žrd / Sart,Italija,Julijske Alpe,2324,"46,38215°N 13,39984°E",vrh,399599,82% (659. mesto),13,5,0,,"Žrd oziroma po italijansko Monte Sart je razgledna gora, ki se nahaja na severozahodnem grebenu Kaninskega pogorja. Z vrha, ki ima vpisno skrinjico z žigom je lep pogled na Visoki Kanin, dolino Rezije, Reklansko dolino in večji del zahodnih Julijcev, kjer kraljuje mogočni Montaž."
92,Velika Zelnarica,https://www.hribi.net/gora/velika_zelnarica/1/385,Velika Zelnarica,Slovenija,Julijske Alpe,2320,"46,34246°N 13,79081°E",vrh,508863,91% (323. mesto),9,4,0,2,"Velika Zelnarica je 2320 m visok vrh, ki se nahaja zahodno od prevala Vrata, prevala, ki loči Dolino Triglavskih jezer z dolino Za Kopico. Z vrha, na katerem stoji manjši možic, se nam odpre lep razgled na najvišje vrhove Julijskih Alp. P.S. Tukaj je opisan vrh Velike Zelnarice tako kot je vrisan na karti PZS, TNP 1:50.000 ter na večini slovenskih zemljevidov. Na spletni strani ""Atlas okolja"", pa sta vrhova zamenjana."
93,Veliki Nabojs / Monte Nabois grande,https://www.hribi.net/gora/veliki_nabojs___monte_nabois_grande/1/1529,Veliki Nabojs / Monte Nabois grande,Italija,Julijske Alpe,2313,"46,43913°N 13,48831°E",vrh,405252,82% (636. mesto),9,2,0,1,"Veliki Nabojs oz. po ital. Monte Nabois grande je 2313 m visoka gora, ki se nahaja severno od višjega in bolj poznanega Viša. Z vrha, na katerem stoji križ, se nam odpre lep razgled na vrhove, ki obdajajo dolino Zajzero."
94,Malo Špičje,https://www.hribi.net/gora/malo_spicje/1/453,Malo Špičje,Slovenija,Julijske Alpe,2312,"46,35139°N 13,78335°E",vrh,436654,85% (539. mesto),3,4,0,1,"Malo Špičje se nahaja med Velikim Špičjem in Zasavsko kočo. Z vrha se lepo vidi Kanjavec za njim Triglav, Vršaki, Zelnarici, planote Komne zadaj Krn in vrhovi nad Soško dolino."
95,Mala Zelnarica,https://www.hribi.net/gora/mala_zelnarica/1/456,Mala Zelnarica,Slovenija,Julijske Alpe,2310,"46,33808°N 13,78967°E",vrh,468702,88% (430. mesto),12,4,0,3,"Mala Zelnarica je 2310 m visok vrh, ki se nahaja med Dolino Triglavskih jezer in dolino Za Kopico. Z vrha, na katerem je vpisna skrinjica ter žig Male in Velike Zelnarice, se nam odpre lep razgled po večini najvišjih vrhov v Julijskih Alpah. P.S. Tukaj je opisan vrh Male Zelnarice tako kot je vrisan na karti PZS, TNP 1:50.000 ter na večini slovenskih zemljevidov. Na spletni strani ""Atlas okolja"", pa sta vrhova zamenjana."
96,Škednjovec,https://www.hribi.net/gora/skednjovec/1/1639,Škednjovec,Slovenija,Julijske Alpe,2309,"46,34948°N 13,82337°E",vrh,404041,82% (643. mesto),17,2,0,,"Škednjovec je mogočna gora, ki po Miheliču spada med najlepše, a tudi najtežje dostopne vrhove na območju Fužinskih planin. Na vse strani namreč pada s strmimi stenami in ostrimi, nažaganimi grebeni."
97,Spodnja Vrbanova špica,https://www.hribi.net/gora/spodnja_vrbanova_spica/1/682,Spodnja Vrbanova špica,Slovenija,Julijske Alpe,2299,"46,39655°N 13,86906°E",vrh,409419,83% (620. mesto),10,1,0,1,"Spodnja Vrbanova špica je 2299 metrov visoka gora nad dolino Kot in nad dolino Za Cmirom. Z vrha je zelo lep razgled na Rjavino, Cmir in Visoko Vrbanovo špico. Vrh ima tudi žig in vpisno knjigo."
98,Konjc,https://www.hribi.net/gora/konjc/1/422,Konjc,Slovenija,Julijske Alpe,2289,"46,35223°N 13,46995°E",vrh,328776,75% (902. mesto),4,2,0,,Gora se nahaja le nekaj 10 metrov stran od Doma Petra Skalarja na Kaninu. Z vrha je lep pogled po celotnem Kaninskem pogorju in velikemu delu gora nad Posočjem.
99,Frdamane police,https://www.hribi.net/gora/frdamane_police/1/2003,Frdamane police,Slovenija,Julijske Alpe,2284,"46,45296°N 13,80735°E",vrh,397907,82% (661. mesto),13,1,0,,"Dvoglave Frdamane police so prvi vrh grebena, ki poteka s Špika v severozahodni smeri preko Ruse peči, Riglice in Rušice ter nižjega Kurjega in Črnega vrha do Kranjske Gore. So del Martuljkove skupine Julijskih Alp. Z vrha, ki ima vpisno skrinjico je sicer zelo lep razgled na številne okoliške vrhove. Najlepše pa je viden bližnji Špik."
100,Tosc,https://www.hribi.net/gora/tosc/1/83,Tosc,Slovenija,Julijske Alpe,2275,"46,35672°N 13,8684°E",vrh,734202,98% (77. mesto),16,6,8,6,Tosc se nahaja v osrčju Julijskih Alp med Velikim Draškim vrhom in Mišelj vrhom. S travnega vrha je zelo lep razgled na Triglav in na večino okoliških vrhov okrog Bohinja. Vrh ima žig vpisne skrinjice pa žal nima. Na vrhu je prepad proti dolini Krme.
101,Visoka Ponca,https://www.hribi.net/gora/visoka_ponca/1/90,Visoka Ponca,"Italija , Slovenija",Julijske Alpe,2274,"46,46014°N 13,6974°E",vrh,569493,94% (210. mesto),12,3,1,,Visoka Ponca se nahaja na meji z Italijo in ima lep razgled na gore nad dolino Tamar in na italijanske Julijske Alpe. Z vrha pa se lepo vidita tudi Jalovec in Mangart.
